0 0 0.000000
0 1 0.840896
0 2 0.957603
0 3 0.840896
0 4 0.707107
0 5 0.957603
0 6 0.500000
0 7 0.957603
0 8 0.500000
0 9 0.989228
0 10 0.003906
0 11 0.840896
0 12 0.999662
0 13 0.957603
0 14 0.840896
0 15 0.997296
0 16 0.917004
0 17 0.989228
0 18 0.994599
0 19 0.957603
0 20 0.999662
0 21 0.500000
0 22 0.999323
0 23 0.978572
0 24 0.997296
0 25 0.840896
0 26 0.840896
0 27 0.957603
0 28 0.994599
0 29 0.316684
0 30 0.957603
0 31 0.999989
0 32 0.999662
0 33 0.917004
0 34 0.840896
0 35 0.500000
0 36 0.707107
0 37 0.994599
0 38 0.998647
0 39 0.989228
0 40 0.840896
0 41 0.978572
0 42 0.003906
0 43 0.500000
0 44 0.999323
0 45 0.957603
0 46 0.250000
0 47 0.997296
0 48 0.957603
0 49 0.997296
0 50 0.500000
0 51 0.917004
0 52 0.840896
0 53 0.989228
0 54 0.978572
0 55 0.957603
0 56 0.978572
0 57 0.500000
0 58 0.999915
0 59 0.989228
0 60 0.957603
0 61 0.840896
0 62 0.917004
0 63 0.250000
0 64 0.989228
0 65 0.978572
0 66 0.989228
0 67 0.250000
0 68 0.999323
0 69 0.500000
0 70 0.957603
0 71 0.917004
0 72 0.989228
0 73 0.957603
0 74 0.500000
0 75 0.250000
0 76 0.840896
0 77 0.957603
0 78 0.840896
0 79 0.707107
0 80 0.999323
0 81 0.062500
0 82 0.999831
0 83 0.994599
0 84 0.500000
0 85 0.994599
0 86 0.250000
0 87 0.840896
0 88 0.998647
0 89 0.999323
0 90 0.707107
0 91 0.840896
0 92 0.250000
0 93 0.707107
0 94 0.997296
0 95 0.957603
0 96 0.999831
0 97 0.840896
0 98 0.997296
0 99 0.500000
1 0 0.250000
1 1 0.000000
1 2 0.989228
1 3 0.989228
1 4 0.840896
1 5 0.989228
1 6 0.840896
1 7 0.989228
1 8 0.003906
1 9 0.989228
1 10 0.840896
1 11 0.917004
1 12 0.917004
1 13 0.997296
1 14 0.999662
1 15 0.917004
1 16 0.500000
1 17 0.989228
1 18 0.840896
1 19 0.999831
1 20 0.989228
1 21 0.997296
1 22 0.500000
1 23 0.062500
1 24 0.250000
1 25 0.957603
1 26 0.917004
1 27 0.500000
1 28 0.917004
1 29 0.957603
1 30 0.707107
1 31 0.840896
1 32 0.998647
1 33 0.994600
1 34 0.250000
1 35 0.707107
1 36 0.707107
1 37 0.989228
1 38 0.999323
1 39 0.500000
1 40 0.500000
1 41 0.840896
1 42 0.957603
1 43 0.999323
1 44 0.978572
1 45 0.840896
1 46 0.500000
1 47 0.999958
1 48 0.840896
1 49 0.999958
1 50 0.500000
1 51 0.989228
1 52 0.500000
1 53 0.840896
1 54 0.707107
1 55 0.989228
1 56 0.917004
1 57 0.840896
1 58 0.500000
1 59 0.989228
1 60 0.840896
1 61 0.957603
1 62 0.917004
1 63 0.500000
1 64 0.957603
1 65 0.989228
1 66 0.997296
1 67 0.989228
1 68 0.707107
1 69 0.840896
1 70 0.062500
1 71 0.250000
1 72 0.250000
1 73 0.978572
1 74 0.999958
1 75 0.840896
1 76 0.917004
1 77 0.998647
1 78 0.500000
1 79 0.994599
1 80 0.957603
1 81 0.997296
1 82 0.999831
1 83 0.062500
1 84 0.999323
1 85 0.989228
1 86 0.500000
1 87 0.978572
1 88 0.997296
1 89 0.250000
1 90 0.997296
1 91 0.840896
1 92 0.707107
1 93 0.062500
1 94 0.999979
1 95 0.840896
1 96 0.707107
1 97 0.999958
1 98 0.062500
1 99 0.978572
2 0 0.999323
2 1 0.917004
2 2 0.000000
2 3 0.500000
2 4 0.994599
2 5 0.250000
2 6 0.840896
